"Path","Size","LineCount","HasFrontMatter","BodyLength","MathKeywords","Placeholder","StrongTemplate","Category","Reason"
"E:\_src\FormalMath\docs\generated\api\modules\path_visualization.md","1023","88","True","106","1","False","False","C","行数多但有效内容极少，疑似注水，待重写"
"E:\_src\FormalMath\docs\generated\api\modules\quality_assessor.md","1107","101","True","104","2","False","False","C","行数多但有效内容极少，疑似注水，待重写"
"E:\_src\FormalMath\docs\generated\api\modules\recommendation_engine.md","934","83","True","101","1","False","False","C","行数多但有效内容极少，疑似注水，待重写"
"E:\_src\FormalMath\docs\generated\api\modules\version_control.md","674","65","True","66","2","False","False","B","正文过短（<80字）且无实质数学内容"
"E:\_src\FormalMath\docs\generated\i18n\en\00-README.md","909","49","True","113","0","False","False","C","行数多但有效内容极少，疑似注水，待重写"
"E:\_src\FormalMath\docs\generated\i18n\zh\00-README.md","706","42","True","92","1","False","False","C","行数多但有效内容极少，疑似注水，待重写"
"E:\_src\FormalMath\docs\visualizations\应用\密码学\03-椭圆曲线密码.md","593","32","True","77","1","False","False","B","正文过短（<80字）且无实质数学内容"
"E:\_src\FormalMath\docs\visualizations\应用\计算机科学\03-图神经网络.md","596","32","True","76","1","False","False","B","正文过短（<80字）且无实质数学内容"
"E:\_src\FormalMath\docs\visualizations\概念\几何学\11-极小曲面.md","546","31","True","69","0","False","False","B","正文过短（<80字）且无实质数学内容"
"E:\_src\FormalMath\docs\visualizations\概念\数论\01-p进数直观.md","592","35","True","87","2","False","False","C","行数多但有效内容极少，疑似注水，待重写"
"E:\_src\FormalMath\docs\visualizations\证明\05-抽屉原理.md","561","33","True","71","2","False","False","B","正文过短（<80字）且无实质数学内容"
